ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2050-07-17,49,125187,674,Employed,Master,28,12909,60,Single,1.0,Mortgage,599.0,0.1263023596680749,2,0,0.2527767171159094,0,Education,0,30,23,6789,1553,111719,21343,10432.25,0.9051096023495044,9.0,90376,0.180909,0.1674706954058157,319.0689005409303,0.0880029620207462,32.800000000000004,1
2054-12-07,32,15000,573,Employed,High School,5,46270,24,Single,4.0,Mortgage,387.0,0.0981098966236168,5,0,0.1764773557754346,0,Auto,0,20,3,1291,475,104601,15346,1250.0,0.9009726383186898,8.0,89255,0.23477,0.2631293713054172,2500.085006158234,2.3096680049265874,52.0,0
2063-06-18,64,16782,589,Employed,High School,43,65525,36,Married,2.0,Own,203.0,0.3295194553731411,1,0,0.1876465478120481,0,Debt Consolidation,0,25,29,2052,2732,21786,9272,1398.5,0.7359323221657107,2.0,12514,0.256025,0.2620787704648065,2647.304247834354,2.038115300560854,52.0,0
2049-06-26,34,26850,529,Employed,Bachelor,10,19441,60,Widowed,0.0,Own,316.0,0.4563584020712198,2,2,0.6413801401845841,0,Other,0,35,13,4280,3080,32494,17518,2237.5,0.7470751768431951,2.0,14976,0.259941,0.2668258059096853,589.9545210156356,0.4048958753142505,61.0,0
2021-09-04,45,24269,515,Employed,High School,18,35118,60,Married,3.0,Other,271.0,0.3626363320602808,1,2,0.42017941657139,0,Home,1,15,21,2975,2040,69131,11517,2022.4166666666667,0.770205137553442,9.0,57614,0.282618,0.2927170934370525,1120.5271950516192,0.6880516848909897,62.0,0
2045-12-16,44,39132,643,Employed,Master,23,14759,36,Single,2.0,Other,199.0,0.2546736996774736,4,0,0.2620956106995184,0,Debt Consolidation,0,14,17,1921,2362,87696,30785,3261.0,0.627048457933876,6.0,56911,0.178259,0.2002699589703967,548.700359875015,0.2292856056041137,48.0,0
2048-02-13,25,35805,557,Employed,Bachelor,5,19534,72,Married,4.0,Own,213.0,0.3121058372506874,6,0,0.1475125984952112,0,Debt Consolidation,0,23,28,7599,1192,9426,5263,2983.75,0.7376504176063766,8.0,4163,0.256034,0.2512069269586802,527.6384218575101,0.2482240207314655,51.0,0
2052-09-01,29,112091,506,Employed,Bachelor,6,17268,48,Married,2.0,Other,323.0,0.3287890843584279,1,2,0.2425063510476018,1,Debt Consolidation,0,27,8,4224,205,27717,6915,9340.916666666666,0.8590322362374512,4.0,20802,0.259268,0.2675236952001318,589.5634131074816,0.0976952739942527,64.0,0
2054-03-18,80,69622,687,Employed,Bachelor,57,16969,36,Widowed,2.0,Mortgage,407.0,0.3757724520878934,3,0,0.4247692005535299,0,Education,0,32,25,3711,2536,9432,41154,2900.9166666666665,0.8830553073125116,7.0,3611,0.158469,0.1823068914797696,615.4355234443665,0.1762262830905805,40.0,1
2034-03-24,48,18749,513,Employed,High School,27,13495,48,Married,1.0,Rent,1008.0,0.3244556277615877,3,1,0.0208899263271353,0,Auto,0,21,2,439,368,195455,12448,1562.4166666666667,0.6209550373584471,5.0,183007,0.251995,0.274098740283424,465.78402843169954,0.9432720860408764,52.0,0
2040-11-09,47,41472,557,Unemployed,Bachelor,21,"$17,105",60,Married,3.0,Rent,266.0,0.1711305951523627,3,1,0.5016516463466845,0,Home,0,22,19,2023,2189,127917,35679,3456.0,0.4631384724589251,5.0,92238,0.243605,0.2607145556441128,512.855564666124,0.2253632999612627,59.0,0
2062-09-18,40,22182,536,Employed,Associate,17,31548,60,Single,2.0,Own,,0.3356360752515155,3,1,0.2998653511837668,0,Other,0,29,24,10887,79,46783,115565,1848.5,0.7110996229768115,9.0,4141,0.268548,0.2664803217525038,956.7028765320706,0.9600772932280608,54.0,0
2019-07-18,36,65087,583,Employed,Master,13,16824,72,Single,0.0,Mortgage,695.0,0.3600194938494835,4,1,0.5490615745140796,0,Home,0,35,9,2463,702,122406,16042,5423.916666666667,0.6672509909927687,7.0,106364,0.240324,0.2334685706130261,436.2758763533536,0.2085717657326385,44.0,1
2047-03-20,49,34091,521,Employed,Bachelor,29,"$29,127",72,Married,1.0,Mortgage,224.0,0.1251454964987435,1,0,0.1567033651247628,0,Education,1,21,3,6374,1762,826495,20191,2840.9166666666665,0.8952071246023017,7.0,806304,0.283627,0.2718480972797817,824.0946233774895,0.3689283236200132,40.8,1
2054-11-03,41,24285,540,Employed,Master,21,28529,60,Married,4.0,,274.0,0.3393083682665536,4,1,0.3346798927101907,0,Debt Consolidation,0,22,8,1391,142,31677,89922,2023.75,0.8283600347105566,4.0,4400,0.263529,0.2781275148372737,885.0538551662316,0.5727258086059205,57.0,0
2028-04-30,30,15000,610,Unemployed,Master,7,13414,36,Married,1.0,Own,473.0,0.3794073663966139,0,2,0.1493766424179552,0,Debt Consolidation,0,21,10,1907,248,13956,74376,625.0,0.8716993386578538,6.0,6820,0.193414,0.1781716606785568,483.71880927122345,0.7653750474169787,52.0,0
2071-03-13,19,21433,414,Employed,High School,0,30889,36,Married,0.0,,152.0,0.5769269318423675,4,2,0.0988010495112696,0,Auto,0,16,3,5648,804,666062,47856,1786.0833333333333,0.7251048588730306,3.0,618206,0.3088889999999999,0.2896141305144398,1293.7773439593566,0.8094680225592441,48.0,0
2046-05-27,33,69343,593,Employed,High School,12,10275,60,Married,0.0,Own,237.0,0.222696995109974,6,2,0.1045409297895418,0,Auto,0,25,5,18283,908,54547,7416,5778.583333333333,0.9401601171040168,3.0,47131,0.218775,0.2277032896641681,288.3028634926487,0.0909051290240079,41.6,1
2020-05-30,70,120596,616,Employed,Master,48,18759,24,Single,2.0,Mortgage,541.0,0.3571742581228754,1,2,0.3099328960071888,0,Debt Consolidation,0,24,8,2767,234,32467,20378,10049.666666666666,0.6167693114746632,9.0,12089,0.185759,0.1725455068816017,929.7834915113611,0.1463514701825627,40.0,1
2064-12-02,37,63538,628,Employed,Bachelor,18,41423,60,Divorced,0.0,Own,408.0,0.4529644853531335,2,0,0.2090560176220564,0,Auto,0,25,7,1855,317,310653,2333,5294.833333333333,0.8950592790428032,5.0,308320,0.232423,0.2331259041533208,1175.1852598489338,0.2990056834994367,45.0,0
2066-06-08,52,50604,452,Self-Employed,Bachelor,30,11252,72,Married,0.0,Rent,203.0,0.5149360556386516,1,1,0.1871035954182646,0,Debt Consolidation,0,31,15,607,1769,17681,8308,4217.0,0.7569113698865881,5.0,9373,0.300252,0.3533153341299478,378.0904602620069,0.1377971212383227,54.0,0
2024-12-16,24,32168,502,Unemployed,Bachelor,2,59920,36,Divorced,0.0,Rent,319.0,0.1743460124080028,5,0,0.6877615512451385,1,Auto,0,22,20,1062,9218,40195,12797,2680.6666666666665,0.7936389105105198,5.0,27398,0.2939199999999999,0.2956081857269192,2529.306282990627,1.0625365392902115,73.0,0
2055-09-01,22,30101,555,Employed,Bachelor,0,10823,12,Single,,Rent,406.0,0.3451723392814625,-4,1,0.7636650115213285,0,Debt Consolidation,0,16,18,1227,1207,13737,12402,2508.4166666666665,0.6159397431588622,7.0,1335,0.198323,0.1586584,981.2930837600431,0.5530552807255746,59.0,0
2029-01-10,36,112896,599,Employed,Bachelor,15,25986,60,Divorced,2.0,Mortgage,621.0,0.2671424384682557,6,1,0.2899375785386023,0,Home,0,18,25,3584,675,129785,2279,9408.0,0.917776020342251,6.0,127506,0.231486,0.2458428522588706,756.4032357220144,0.1464076568582073,37.6,1
2032-04-22,27,30165,515,Employed,Bachelor,4,"$13,988",36,Married,1.0,Mortgage,164.0,0.1297109744242346,2,0,0.2099738280326259,0,Other,0,29,29,1378,898,113225,1176,2513.75,0.755749583637274,5.0,112049,0.241488,0.25765675111377,561.840615733536,0.2887481315697806,48.0,0
2030-05-17,29,15307,568,Employed,Master,10,25544,60,Married,0.0,Rent,208.0,0.1569347156159037,2,0,0.128796017524838,0,Debt Consolidation,0,17,18,2148,469,490622,29026,1275.5833333333333,0.8055482683064826,7.0,461596,0.2465439999999999,0.2815748945725732,797.7621213435615,0.788472297388302,45.0,0
2051-06-08,39,18096,551,Employed,Master,17,28081,120,Single,0.0,Other,515.0,0.0357666808363304,2,1,0.382349384729947,0,Debt Consolidation,0,20,20,1624,1446,18719,83666,1508.0,0.5615341117546946,3.0,7339,0.307581,0.2964531197760753,732.9192826540431,0.8275326808050683,55.0,0
2033-07-01,39,43571,510,Employed,High School,17,32194,24,Married,3.0,Mortgage,712.0,0.6687588637547305,4,1,0.30853883077972,0,Home,0,17,3,6012,3728,227875,58138,3630.9166666666665,0.8723747735496897,6.0,169737,0.252194,0.2560611263542337,1728.0487041993451,0.6720200236485768,56.0,0
2019-08-13,29,107380,600,Employed,Doctorate,6,15479,96,Single,2.0,Other,447.0,0.3939579557176418,1,1,0.1316403063561177,0,Auto,0,27,20,2593,6986,65458,9557,8948.333333333334,0.9458773915041369,9.0,55901,0.250479,0.2195080379364994,343.4108596893266,0.0883305114199284,35.2,1
2068-05-30,53,60712,598,Employed,Master,29,7319,72,Married,2.0,Other,606.0,0.269865458820187,2,4,0.4068788823087481,0,Debt Consolidation,0,21,26,22555,4495,98434,7022,5059.333333333333,0.7425816868754384,6.0,91412,0.223319,0.2264397090334285,186.70613867815635,0.1566819354351343,43.2,1
2059-08-16,24,78935,539,Unemployed,High School,3,18847,60,Married,,Mortgage,717.0,0.1949818388328204,1,2,0.2487740106768689,0,Home,0,30,5,15220,6725,26717,13776,6577.916666666667,0.8931024050370663,1.0,12941,0.254347,0.2546096927526111,558.2893576037144,0.193874356004872,56.0,0
2053-06-21,28,77996,635,Employed,Master,5,29644,120,Married,4.0,Own,987.0,0.557059731035843,3,0,0.2290008035528672,0,Auto,0,15,27,5666,894,329689,88041,6499.666666666667,0.9099318511928568,4.0,241648,0.267144,0.2552868617253921,685.4605107874703,0.2573148126756455,46.0,0
2025-08-19,24,70783,632,Employed,Bachelor,1,13136,60,Married,0.0,,367.0,0.2898475451228544,3,0,0.5203316958660799,0,Auto,0,21,8,818,6067,72321,7013,5898.583333333333,0.5906561598482946,4.0,65308,0.202136,0.2109924811932193,356.10670504401446,0.1225898939085398,54.0,0
2061-05-23,53,41450,591,Employed,Bachelor,30,19589,48,Married,1.0,Mortgage,665.0,0.2134942837823999,6,0,0.0651973175543136,0,Auto,0,15,11,1468,1944,112419,65604,3454.1666666666665,0.9546061288568212,,46815,0.219089,0.2294620266465605,627.279035309151,0.3741217955056649,51.0,0
2067-09-30,26,51433,469,Employed,Bachelor,6,18165,72,Married,2.0,,883.0,0.3811210344108349,1,1,0.3321091241251132,0,Home,0,24,27,8100,2861,182226,41003,4286.083333333333,0.808856725244329,6.0,141223,0.298665,0.24961044263419,488.879695477005,0.3200777000315762,50.0,0
2043-07-03,38,44671,634,Employed,Master,15,38612,36,Divorced,0.0,Rent,297.0,0.2133227190527535,5,0,0.2542085824462007,0,Debt Consolidation,0,18,13,9410,10539,19949,22978,3722.5833333333335,0.6763932061313803,6.0,5222,0.206612,0.1789493245924285,1393.8820155106755,0.4542227437516085,50.0,0
2038-09-21,54,221656,608,Employed,High School,36,17792,72,Married,4.0,,784.0,0.2636883063070706,4,1,0.5905860129295286,0,Home,0,25,12,12940,226,13166,2581,18471.33333333333,0.8692769956415204,3.0,10585,0.228792,0.1854763343741934,411.32369073003184,0.0647123664090319,42.400000000000006,1
2029-07-22,18,15414,557,Employed,High School,0,13522,60,Single,2.0,Other,1071.0,0.388248516475395,4,0,0.3663327281822585,0,Auto,0,21,4,3773,169,4875,111034,1284.5,0.919386825572106,6.0,1907,0.240022,0.2471601708149534,394.6404899921525,1.1410202335478026,59.0,0
2018-06-13,30,58238,628,Self-Employed,Master,7,15647,48,Married,1.0,Mortgage,770.0,0.3295258830768796,3,1,0.1772264166734497,1,Debt Consolidation,0,31,5,8060,2519,52153,9039,4853.166666666667,0.6520002745778942,4.0,43114,0.196647,0.1968086253851197,473.4874039847746,0.2562218628355591,64.0,0
2064-03-27,39,59748,609,Employed,Bachelor,18,13807,36,Widowed,2.0,Rent,650.0,0.4753041290777975,5,0,0.1723198837719423,0,Education,0,30,16,780,1214,6599,7703,4979.0,0.6642590284937968,,5644,0.1943069999999999,0.2102503278226323,520.3571299755588,0.2350586724192727,48.0,0
2065-06-22,56,99934,623,Employed,High School,32,55520,120,Married,2.0,Mortgage,459.0,0.1478401221790779,2,1,0.5735433810484213,0,Other,0,17,21,1478,1382,20592,10635,8327.833333333334,0.5584797980419053,3.0,9957,0.29902,0.2617807614431348,1309.4397136078276,0.2123529185591883,53.0,0
2056-05-06,34,51685,596,Employed,Master,13,20718,72,Widowed,3.0,Mortgage,740.0,0.4493453430837273,3,1,0.2519680151083531,0,Home,0,20,20,2603,1177,109740,22189,4307.083333333333,0.8698013294816722,3.0,87551,0.2377179999999999,0.2303800609599715,533.4042198504657,0.2956534901461853,51.0,0
2063-07-13,40,72386,625,Employed,Bachelor,21,25120,48,Married,1.0,Mortgage,489.0,0.1972272297222579,5,0,0.186952501189585,0,Home,1,31,13,4512,3778,13452,87332,6032.166666666667,0.7722310015706664,5.0,8899,0.20762,0.2030198460563802,768.4582282765731,0.2084588005873909,52.0,0
2044-01-16,27,28554,585,Employed,Associate,6,44822,60,Married,0.0,Rent,339.0,0.0678140377402737,6,0,0.3172335077471758,0,Auto,0,21,1,1453,331,19368,23220,2379.5,0.8206941277608931,9.0,1280,0.257322,0.25719479021938,1334.558094821372,0.7033234271155167,59.0,0
2033-03-10,45,42634,607,Employed,Bachelor,22,22900,24,Single,,Rent,212.0,0.3996812580357298,2,0,0.1075721620485829,0,Auto,1,22,15,3533,957,37589,3608,3552.833333333333,0.846054034318885,2.0,33981,0.1944,0.2111170756552956,1177.9882684883655,0.391233738843655,54.0,0
2064-01-30,64,65765,638,Employed,Associate,41,17608,48,Single,3.0,Mortgage,314.0,0.152919675441421,3,0,0.5542056559801903,1,Home,0,24,16,3049,704,7487,3431,5480.416666666667,0.8020095215465873,7.0,4056,0.193608,0.1957678707906552,531.8555024905223,0.154341458676899,66.0,0
2068-07-10,57,15000,622,Employed,High School,33,16716,36,Single,1.0,Mortgage,855.0,0.2845460631238426,2,1,0.0399656286619517,0,Auto,0,29,18,1918,1005,96068,18683,625.0,0.7250224083547294,5.0,77385,0.190716,0.2048115718644807,625.332175677011,1.1842657405416088,47.0,0
2056-09-06,43,132733,596,Employed,High School,18,27771,24,Divorced,1.0,,897.0,0.1926612868035674,3,1,0.1036677046975207,0,Home,0,15,21,253,1055,8596,93989,6889.833333333333,0.979088133603082,7.0,1608,0.2047709999999999,0.2169041752772444,1436.466106060188,0.338682518598929,47.0,0
2047-10-22,29,20701,572,Employed,Bachelor,6,18303,72,Single,2.0,Rent,1071.0,0.1985819739496565,5,0,0.2436784186468778,0,Other,0,34,24,6919,1131,54232,106274,1725.0833333333333,0.964022421504123,6.0,9902,0.247303,0.2110552306677824,450.21613717252507,0.8818218272581181,53.0,0
2038-12-23,41,61251,568,Employed,High School,18,15662,60,Married,0.0,Other,708.0,0.3402409586613046,2,1,0.183896220983842,0,Home,0,17,14,3645,1494,127052,18826,5104.25,0.789072789479122,1.0,108226,0.2366619999999999,0.2400479343328255,450.6074580896179,0.2269887756457105,46.0,0
2033-08-16,51,83030,649,Employed,Bachelor,31,13808,48,Divorced,0.0,Mortgage,362.0,0.4585740285804975,2,2,0.0735958382738532,0,Auto,0,30,19,3049,1963,41949,4708,6919.166666666667,0.6814330556722898,4.0,37241,0.184308,0.1801652479562761,405.7292354288238,0.1109568929922423,37.6,1
2024-03-04,24,33352,584,Unemployed,Associate,2,58606,72,Single,1.0,Own,394.0,0.3560318906747508,1,0,0.1423654780535631,0,Debt Consolidation,0,15,22,1060,1601,30629,16634,2779.333333333333,0.7853284034679924,5.0,13995,0.281606,0.2664780589255017,1638.451095319286,0.7312728815013022,54.0,0
2061-03-25,26,29173,582,Employed,Associate,0,19608,48,Married,4.0,Rent,,0.3057410339969132,0,0,0.5215878755693288,0,Debt Consolidation,0,28,3,1165,645,70369,10842,2431.083333333333,0.9754811227683138,7.0,59527,0.223608,0.2400252884772704,639.2842044185601,0.4192716022700004,61.0,0
2025-03-28,32,30470,615,Employed,Master,12,21299,36,Married,1.0,Rent,342.0,0.4192918284970963,1,0,0.2336075305817042,0,Home,0,20,10,1921,897,29169,16959,2539.1666666666665,0.712856131897287,6.0,12210,0.1987989999999999,0.1960696222364984,787.2882088612085,0.44474757158958,51.0,0
2032-04-16,25,115519,552,Employed,Bachelor,3,43843,24,Married,2.0,Mortgage,327.0,0.1191539852712933,4,1,0.4013288872014305,0,Home,0,29,26,1892,3782,33292,23347,9626.583333333334,0.8535887605963912,4.0,9945,0.2428429999999999,0.2310576455170901,2298.5056645973987,0.2727349438202268,43.2,1
2059-06-15,46,155225,557,Employed,Associate,21,11630,36,Married,4.0,Mortgage,535.0,0.3943045683976375,4,2,0.4648772745314604,0,Debt Consolidation,0,25,5,9779,3631,222378,30436,12935.416666666666,0.669904576598798,6.0,191942,0.21813,0.2251744137908275,447.2742232383063,0.0759368057906888,41.6,1
2024-08-08,58,65365,602,Employed,Associate,35,19894,84,Married,1.0,Rent,1092.0,0.1170107399412577,5,1,0.143019758966141,0,Home,0,18,23,1976,288,20576,8906,5447.083333333333,0.6757925226419588,5.0,11670,0.243894,0.2220575222564592,468.5665100871153,0.2864958023566952,46.0,0
2033-09-03,34,74345,618,Employed,Master,13,25436,36,Married,1.0,Mortgage,484.0,0.4923546653326023,7,0,0.2813484361050837,0,Auto,0,29,5,3650,1241,142224,64700,3097.7083333333335,0.6429506091098016,5.0,77524,0.201436,0.2131194089664643,962.3817283178676,0.2334599601831247,50.0,0
2034-01-13,18,21219,490,Employed,Master,0,31698,60,Widowed,,Other,481.0,0.297603677606049,0,2,0.0775391793021178,0,Education,0,32,14,1579,1690,130215,7290,1768.25,0.8506707053237689,3.0,122925,0.291698,0.2408918747480786,913.5286565213256,0.7886490352163584,48.0,0
2063-05-02,19,63609,578,Employed,Master,0,67496,12,Married,2.0,Other,518.0,0.4887463573828577,3,0,0.4583132766212189,0,Debt Consolidation,0,25,28,7532,4501,190082,22567,2650.375,0.688475623547714,,167515,0.243496,0.2519168463549683,6421.383608796201,1.309132407451059,53.0,0
2063-09-07,26,109935,409,Employed,Bachelor,5,7738,60,Divorced,2.0,Rent,286.0,0.3092191780206815,4,0,0.0266807561073849,0,Auto,0,22,21,6449,1306,17251,69019,4580.625,0.683412565050672,3.0,7272,0.308238,0.3227842934319149,261.28699386090705,0.0597393362107689,39.2,1
2039-01-15,51,42426,589,Employed,High School,29,14529,36,Married,0.0,Other,243.0,0.1745466831574326,5,1,0.3180327299677056,0,Debt Consolidation,0,16,4,1577,9409,173785,30896,3535.5,0.9194494222966018,3.0,142889,0.205029,0.2424467982190008,571.8823338350511,0.2304857400183994,53.0,0
2065-06-04,56,101291,526,Employed,Bachelor,35,16032,36,Single,4.0,Own,712.0,0.4453218083463165,2,1,0.1912551722287594,0,Auto,0,20,16,9644,701,107607,17322,8440.916666666666,0.8536096069640319,,90285,0.238032,0.2341685901820071,624.0828764026569,0.1582864668808866,38.400000000000006,1
2041-11-15,30,44971,588,Employed,Associate,8,30750,60,Married,0.0,Own,396.0,0.0856628884958901,7,2,0.3115429102898637,0,Home,0,19,6,1226,2724,364822,21043,3747.5833333333335,0.8277249569367567,6.0,343779,0.24175,0.2348977739695918,875.5317670576867,0.3392937938825519,50.0,0
2061-02-25,36,25786,559,Employed,Associate,14,18907,72,Married,0.0,Own,396.0,0.1778117471216991,4,0,0.4594404462103011,0,Auto,1,28,20,2088,336,205595,87002,2148.833333333333,0.8533137570044323,8.0,118593,0.254407,0.2892568178282081,555.7715713629046,0.4429247985866305,59.0,0
2021-05-18,70,39859,635,Employed,Associate,-3,9119,72,Married,3.0,Rent,616.0,0.1276804402414413,3,0,0.1732396963397638,0,Debt Consolidation,0,22,9,2270,1226,31423,82100,3321.583333333333,0.9740564339299892,8.0,6488,0.206619,0.209738251326294,223.60374221189505,0.2527721444728352,48.0,0
2019-09-28,20,42675,612,Employed,Master,0,12555,96,Married,0.0,Mortgage,647.0,0.3698873667234685,3,2,0.2751181507024675,0,Debt Consolidation,0,32,16,1746,204,84874,26683,3556.25,0.9146579106339208,3.0,58191,0.241555,0.2066994364770737,268.336427714378,0.2573880991815474,48.0,0
2047-02-26,35,43182,542,Employed,Bachelor,11,12420,60,Single,1.0,,382.0,0.1605361152425756,4,1,0.3608373152345477,0,Home,0,19,26,2463,1162,39850,8622,3598.5,0.9369380635478768,4.0,31228,0.2464199999999999,0.2781759794228985,385.3413405149907,0.2132392220411256,54.0,0
2067-10-17,49,39993,598,Employed,Associate,25,21144,48,Divorced,2.0,Own,362.0,0.4153731243092132,3,2,0.2204926767140656,0,Home,0,28,4,4984,1311,220677,23451,3332.75,0.8313528520112273,6.0,197226,0.217144,0.1888420271496146,630.9168270191142,0.2979271853631728,53.0,0
2031-04-27,39,19139,577,Unemployed,High School,15,15654,84,Widowed,3.0,Own,390.0,0.2869945301684086,5,0,0.3820490251155046,0,Debt Consolidation,0,25,24,7212,614,19382,6741,1594.9166666666667,0.8104028413208146,8.0,12641,0.252154,0.2017232,349.2419077898893,0.4634987665749868,59.0,0
2042-12-12,46,55433,592,Employed,High School,22,24534,96,Divorced,0.0,Own,615.0,0.4792086583730419,5,1,0.1862008902545095,0,Auto,0,25,26,1074,1551,42083,6253,4619.416666666667,0.4419057568133284,4.0,35830,0.263534,0.2389758894141185,575.2243818808525,0.2576568575139398,51.0,0
2045-05-07,28,30506,584,Unemployed,Associate,3,"$34,010",36,Married,2.0,Rent,1036.0,0.2672013330149659,8,0,0.1660036035881343,0,Education,0,27,22,2419,688,25836,4419,2542.1666666666665,0.715764977985852,5.0,21417,0.22701,0.2387331810548656,1332.0481891410643,0.9315078433650028,54.0,0
2030-03-25,50,42267,511,Employed,High School,28,45547,48,Married,0.0,Rent,333.0,0.2054069049007387,4,1,0.357263712865266,0,Home,1,24,27,1627,109,148349,7622,3522.25,0.7981246674194615,4.0,140727,0.285047,0.3420564,1753.2247014096,0.592298871860203,57.0,0
2047-05-04,21,30096,597,Employed,Associate,0,"$52,236",60,Single,0.0,Rent,517.0,0.0523089994727112,1,1,0.5618748286510239,0,Debt Consolidation,0,31,1,13834,412,14246,33647,2508.0,0.9340777387765108,4.0,9647,0.258736,0.2940357958916497,1670.9259445114587,0.8723787657541701,62.0,0
2070-06-01,52,16309,557,Employed,High School,27,42479,72,Single,1.0,Own,653.0,0.2493442932430002,3,0,0.2810329013679497,0,Debt Consolidation,0,22,1,2456,2450,97394,14965,1359.0833333333333,0.9137653667488872,5.0,82429,0.278979,0.29070977304349,1252.612918396374,1.402131033218253,56.0,0
2057-09-27,38,68200,540,,High School,15,50762,36,Single,0.0,Mortgage,560.0,0.3301227499014897,2,0,0.2206960328333842,0,Debt Consolidation,0,33,9,1646,948,143657,3157,2841.6666666666665,0.6888013501801687,10.0,140500,0.265762,0.2604002011553633,2046.314811649982,0.4585891164193517,49.0,0
2058-06-23,46,85094,531,Employed,High School,21,26323,36,Single,1.0,Own,395.0,0.1348110334182946,5,0,0.0846985351262927,0,Home,0,24,8,2527,368,412177,13460,7091.166666666667,0.6430735669685742,6.0,398717,0.2458229999999999,0.2221969776003179,1008.2815400158626,0.1978914903540831,34.4,1
2027-11-24,48,122915,472,Employed,High School,27,115410,48,Widowed,2.0,Mortgage,341.0,0.5276552921630865,3,1,0.2219920220435567,0,Home,0,30,6,8525,4490,53919,24957,10242.916666666666,0.8929046135028671,6.0,28962,0.3744099999999999,0.3791829376915115,4703.345737387215,0.4924716173668518,53.0,0
2054-12-22,48,57968,624,Employed,Associate,28,73671,24,Single,2.0,Rent,154.0,0.7434872172007287,6,1,0.2131815320417484,0,Auto,0,31,8,131,200,100320,10408,4830.666666666667,0.6928677179647037,,89912,0.236671,0.2313096993823134,3863.185804915304,0.8316007048541202,50.0,0
2043-05-20,57,35613,649,Employed,Bachelor,36,11724,48,Widowed,0.0,Rent,422.0,0.1597278869290512,4,4,0.3626229636340125,0,Education,0,21,29,6118,3514,12194,29164,2967.75,0.7979084434259477,12.0,4656,0.182224,0.1518169323868246,327.36850997497226,0.2525039204700437,40.8,1
2024-02-24,41,48802,525,Unemployed,Bachelor,21,20909,60,Married,1.0,Rent,470.0,0.2677886327672475,4,0,0.1393772966540995,0,Education,0,21,10,15795,811,45641,2240,4066.8333333333335,0.6973240663832204,4.0,43401,0.263409,0.2400194551002473,601.5330091464481,0.2634809251620297,54.0,0
2043-03-12,34,75014,599,Employed,Master,9,16962,84,Married,0.0,Rent,391.0,0.0825240733574263,2,1,0.3387724303782707,0,Auto,0,20,1,3609,1469,79127,210344,6251.166666666667,0.8449126681191823,,8819,0.242462,0.2287840296580132,406.6004136653472,0.1275922489666484,57.0,0
2055-09-04,62,96950,547,Unemployed,High School,41,18665,48,Single,1.0,Rent,346.0,0.2640035259943644,3,2,0.5976411443284837,0,Home,0,26,7,5048,7426,18686,9367,8079.166666666667,0.6138803580455549,2.0,9319,0.240165,0.2457238738176565,614.4345835559699,0.1188779267939312,61.0,0
2033-09-05,18,57358,570,,Doctorate,15,17374,36,Single,2.0,Own,181.0,0.1518906906422769,5,2,0.111108713456386,0,Debt Consolidation,0,21,22,3922,2638,19493,16470,4779.833333333333,0.6048007477609685,,3023,0.217374,0.2199625579086971,663.4872806708221,0.1766771395106151,39.2,1
2024-02-23,59,41483,634,Employed,Master,35,39260,36,Married,2.0,Rent,576.0,0.0103353787593199,1,0,0.1466374296726716,0,Auto,0,25,9,2607,1377,34127,38016,3456.9166666666665,0.8847684819935977,7.0,2486,0.20726,0.1756393961034292,1410.7697280717389,0.5747230609372723,48.0,0
2056-12-10,46,114141,589,Employed,Bachelor,24,28961,36,Single,1.0,Mortgage,269.0,0.3917454225508983,3,0,0.4306965340218707,0,Education,0,27,27,1233,753,20906,18250,9511.75,0.7789418790682939,3.0,2656,0.219461,0.2065359456751749,1085.963470885521,0.1424515437102027,44.0,1
2035-09-28,43,69436,606,Employed,Bachelor,20,28766,60,Divorced,3.0,Rent,1409.0,0.3034863666642006,0,2,0.5919345853759707,0,Education,1,28,15,3733,1222,35288,7044,5786.333333333333,0.7450692048948233,6.0,28244,0.2307659999999999,0.2037249613380462,768.0974188191494,0.3762481857513364,61.0,0
2041-02-01,32,25551,576,Employed,Associate,5,23153,48,Married,0.0,Rent,257.0,0.0833496277438528,5,0,0.2415744301327856,1,Home,0,23,9,4053,795,240656,12919,2129.25,0.8857929878690237,2.0,227737,0.230153,0.2420962541179588,757.5159669536694,0.4764663458746833,62.0,0
2031-09-01,48,134518,623,Employed,Doctorate,27,53495,24,Married,2.0,Mortgage,610.0,0.1691493787328348,4,0,0.1858297077706712,0,Home,0,25,19,2196,320,94086,279283,11209.833333333334,0.9555503116494848,5.0,10673,0.216995,0.234318365965137,2813.1922309658407,0.3053740523319562,44.0,0
2052-12-16,37,56222,565,Employed,Associate,17,10700,48,Married,,Mortgage,324.0,0.2331538110975398,4,1,0.2465178812931129,0,Debt Consolidation,0,26,8,2611,4223,25068,28198,4685.166666666667,0.8152124931778525,11.0,6523,0.2231999999999999,0.2428019881147473,350.4991797375992,0.1439648208326134,53.0,0
